PurchaseID,UserID,Time,Item,Price,NumLessons,PayPalTX
1129,875,1392378643,$10 per lesson x 13,130,13,7X8377513F9435227
1130,196,1392389514,$10 per lesson x 11,110,11,3UB99741CG066551K
1131,300,1392393108,$10 per lesson x 15,150,15,4F281578SN768125S
1132,844,1392408899,$10 per lesson x 7,70,7,7CP74665489849326
1133,884,1392413073,$10 per lesson x 30,300,30,3PH26638NC183403L
1134,904,1392413542,$10 per lesson x 20,200,20,2S9697676V266234H
1135,396,1392461745,$10 per lesson x 20,200,20,90K44629ME945904M
1136,595,1392469120,$10 per lesson x 5,50,5,6GV41626966727627
1137,706,1392473346,credit,0,6,
1138,806,1392503251,$10 per lesson x 6,60,6,62475702MU271793R
1139,549,1392510609,$10 per lesson x 30,300,30,53R664641E7166402
1140,315,1392552509,$10 per lesson x 29,290,29,29T737044M3462038
1141,903,1392576590,$10 per lesson x 10,100,10,4T567003UB580491S
1142,906,1392580039,$12 per lesson for 30 lessons x 1,360,30,48M18973VG957902X
1143,791,1392583960,$10 per lesson x 10,100,10,73F4325015158193A
1144,895,1392584007,$10 per lesson x 26,260,26,52789563ML273045L
1145,197,1392589407,$10 per lesson x 30,300,30,68Y51415V39036127
1146,496,1392628107,$15 per lesson x 2,30,2,50L648021E817980F
1147,907,1392629288,$15 per lesson x 1,15,1,7E609175EV263873P
1148,496,1392629352,$15 per lesson x 1,15,1,6R7671645B4533848
1149,894,1392650982,$10 per lesson x 24,240,24,2MA071459W5393726
1150,733,1392651316,$10 per lesson x 30,300,30,1UF16372HP190111M
1151,910,1392664928,$10 per lesson x 20,200,20,8GJ81689010174910
1152,908,1392665612,$10 per lesson x 10,100,10,8N489510K36940509
1153,843,1392674741,$10 per lesson x 36,360,36,9X402585JT5875005
1154,911,1392678378,$10 per lesson x 16,160,16,70T20310PA827144S
1155,421,1392709561,$10 per lesson x 20,200,20,9FN24189FJ2224139
1156,134,1392712239,Adjustment,0,10,
1157,909,1392730918,$12 per lesson for 30 lessons x 1,360,30,2BC98776G4373142B
1158,915,1392741028,Adjustment,0,20,
1159,60,1392741097,Adjustment,0,30,
1160,909,1392756878,$12 per lesson for 30 lessons x 1,360,30,3WU072847U1326627
1161,186,1392762488,Adjustment,0,30,
1162,706,1392884384,Adjustment,0,9,
1163,526,1392889161,$12 per lesson for 30 lessons x 1,360,30,7DV46335SX7968419
1164,816,1392893644,$15 per lesson x 10,150,10,0KW687479H704672H
1165,621,1392905368,Adjustment,0,15,
1166,816,1392918929,Adjustment,0,5,
1167,434,1392918983,Adjustment,0,-70,
1168,845,1392999478,$15 per lesson x 10,150,10,7YC13790VP222131J
1169,913,1393003206,$12 per lesson for 30 lessons x 1,360,30,3JV60676RP388190K
1170,922,1393014886,$12 per lesson for 30 lessons x 1,360,30,0NW14338EP344644E
1171,706,1393090576,credit,0,12,
1172,926,1393254034,$12 per lesson for 30 lessons x 1,360,30,07F55072HK302494J
1173,907,1393254791,$15 per lesson x 1,15,1,5L848732CB6668945
1174,924,1393260095,Adjustment,0,50,
1175,927,1393270260,$12 per lesson for 30 lessons x 1,360,30,0T065074KH409994V
1176,909,1393272715,$12 per lesson for 30 lessons x 1,360,30,2NS92488F84600303
1177,933,1393359118,$12 per lesson for 30 lessons x 1,360,30,60W137086F616692M
1178,706,1393440444,credit,0,18,
1179,934,1393496841,$15 per lesson x 10,150,10,69J62390MY326994G
1180,935,1393499717,$15 per lesson x 20,300,20,8KK20888N3506610L
1181,706,1393542324,credit,0,12,
1182,918,1393595273,$12 per lesson for 30 lessons x 1,360,30,2JK07724JH696954C
1183,706,1393713007,credit,0,15,
1184,907,1393846229,$15 per lesson x 1,15,1,921705546M5894311
1185,834,1393849584,Adjustment,0,48,
1186,5,1393883660,$12 per lesson for 30 lessons x 1,360,30,33W00241K73736147
1187,706,1393918882,credit,0,36,
1188,829,1393928684,$12 per lesson for 30 lessons x 1,360,30,9JE77318LS550690M
1189,930,1393929019,$12 per lesson for 30 lessons x 1,360,30,2U9673035N191511N
1190,945,1394013105,$15 per lesson x 8,120,8,0V50864222214984Y
1191,946,1394019101,$15 per lesson x 10,150,10,4U570057M7098182F
1192,90,1394020682,Adjustment,0,-10,
1193,875,1394020729,Adjustment,0,10,
1194,706,1394091968,credit,0,9,
1195,50,1394101770,$12 per lesson for 30 lessons x 1,360,30,8BJ93573HW041900P
1196,949,1394112863,$15 per lesson x 3,45,3,5UY9520151415341R
1197,949,1394124845,$12 per lesson for 30 lessons x 1,360,30,5CY518269K5264911
1198,893,1394133175,$15 per lesson x 1,15,1,19D01076J0132982P
1199,948,1394142550,$15 per lesson x 1,15,1,83U05958FL077632D
1200,951,1394184974,$15 per lesson x 10,150,10,4CJ58941UR3949914
1201,845,1394185574,$15 per lesson x 15,225,15,3LU38632NE506020U
1202,526,1394190347,$12 per lesson for 30 lessons x 1,360,30,94C316322F209493G
1203,945,1394439319,$15 per lesson x 5,75,5,79A742583B575504C
1204,496,1394456590,$15 per lesson x 1,15,1,8LK96191VM2357416
1205,907,1394459678,$15 per lesson x 2,30,2,8DU93417CC374203R
1206,842,1394467555,$12 per lesson for 30 lessons x 1,360,30,8S755473DG308093G
1207,860,1394542699,$15 per lesson x 1,15,1,73G54780UG916072F
1208,945,1394544646,$15 per lesson x 4,60,4,6SD81765ED765420U
1209,927,1394564167,$12 per lesson for 30 lessons x 1,360,30,2AF00455YA809813C
1210,303,1394569979,$15 per lesson x 15,225,15,3P325499FD777761U
1211,706,1394571960,credit,0,12,
1212,880,1394634907,$12 per lesson for 30 lessons x 1,360,30,6XR47653LF111834Y
1213,907,1394697177,$15 per lesson x 5,75,5,30025561FD334250L
1214,830,1394746580,$15 per lesson x 6,90,6,0KM63717W3880811H
1215,926,1394794890,$15 per lesson x 2,30,2,03D17209BM311031H
1216,966,1395000665,$12 per lesson for 30 lessons x 1,360,30,3BW39511NU053874T
1217,951,1395001854,$15 per lesson x 1,15,1,0FR281325J3978452
1218,339,1395057906,Adjustment,0,30,
1219,342,1395057960,Adjustment,0,8,
1220,429,1395084084,$15 per lesson x 5,75,5,5CM761002M8751714
1221,926,1395092217,$15 per lesson x 3,45,3,9PN82627SY584692X
1222,970,1395092777,$12 per lesson for 30 lessons x 1,360,30,7C236772CN3399253
1223,196,1395125472,$12 per lesson for 30 lessons x 1,360,30,0BY21605BV293964Y
1224,972,1395136979,$15 per lesson x 10,150,10,8N378207X9505444N
1225,948,1395185357,$15 per lesson x 10,150,10,23H587113M296734A
1226,960,1395231534,$15 per lesson x 5,75,5,2UK825047M4315301
1227,227,1395299153,$12 per lesson for 30 lessons x 1,360,30,4R383772MG245514D
1228,955,1395325145,$15 per lesson x 2,30,2,4FF19650YM766890V
1229,975,1395345261,$12 per lesson for 30 lessons x 1,360,30,0A2171134L279050M
1230,11,1395350303,$12 per lesson for 30 lessons x 1,360,30,8DC98438917135721
1231,973,1395570881,$15 per lesson x 10,150,10,7AY29531FS224161M
1232,966,1395615072,$12 per lesson for 30 lessons x 1,360,30,5W7480850U9264643
1233,922,1395642022,$12 per lesson for 30 lessons x 1,360,30,35W418417J512874J
1234,922,1395644065,$15 per lesson x 1,15,1,1XB84795D6982092N
1235,951,1395735015,$15 per lesson x 2,30,2,69V54074LS488325R
1236,974,1395753323,$15 per lesson x 9,135,9,32C033177D353803B
1237,698,1395808869,$12 per lesson for 30 lessons x 1,360,30,1E68660976185125Y
1238,945,1395847746,$12 per lesson for 30 lessons x 1,360,30,89N94727VL7173328
1239,982,1395873187,$12 per lesson for 30 lessons x 1,360,30,4L4672268H755690X
1240,689,1395922215,$12 per lesson for 30 lessons x 1,360,30,0YR55240A9933022B
1241,830,1396102313,$15 per lesson x 2,30,2,1JC08537RU5933243
1242,179,1396107531,$15 per lesson x 1,15,1,67P325581K3343056
1243,179,1396107930,$15 per lesson x 1,15,1,65E251322D9395125
1244,986,1396214161,$12 per lesson for 30 lessons x 1,360,30,6HD218061F646633K
1245,977,1396216632,$12 per lesson for 30 lessons x 1,360,30,2393730191723370A
1246,987,1396251710,$10 per lesson x 3,30,3,0AP65540DF152300R
1247,559,1396253822,$10 per lesson x 30,300,30,0BX483550P662453B
1248,554,1396254142,$10 per lesson x 36,360,36,3CG18177AV176643K
1249,989,1396254604,$10 per lesson x 4,40,4,79T475044B853420E
1250,162,1396260860,$10 per lesson x 10,100,10,64R394073M674303V
1251,812,1396260985,$10 per lesson x 10,100,10,4MX14565DS787070Y
1252,975,1396261036,$10 per lesson x 50,500,50,2U4064105X4975823
1253,883,1396262269,$12 per lesson for 30 lessons x 1,360,30,5RT06621F64864715
1254,179,1396264464,$10 per lesson x 1,10,1,9KF99087Y4149172P
1255,179,1396264583,$10 per lesson x 1,10,1,5K442771RR762284L
1256,179,1396265073,$10 per lesson x 1,10,1,85L274454E5079225
1257,179,1396265167,$10 per lesson x 1,10,1,8NL790970T4419011
1258,179,1396265294,$10 per lesson x 1,10,1,6N607324LR1771623
1260,786,1396267999,$10 per lesson x 10,100,10,5HP725840R520723K
1261,974,1396278025,$10 per lesson x 18,180,18,91L30966TR561480P
1262,974,1396279257,$10 per lesson x 6,60,6,8LP191323X408723N
1263,945,1396328791,Adjustment,0,6,
1264,647,1396337631,$10 per lesson x 8,80,8,1V028954K0124813R
1265,647,1396339076,$10 per lesson x 8,80,8,2V959465U7558183H
1266,994,1396344456,$15 per lesson x 1,15,1,00Y52500AF518125M
1267,994,1396344668,$15 per lesson x 1,15,1,07160786WG2042422
1268,994,1396344731,$15 per lesson x 1,15,1,0MU277700F5217722
1269,994,1396344794,$15 per lesson x 1,15,1,7W4455464X719191B
1270,994,1396344857,$15 per lesson x 1,15,1,3WA80384B9483064X
1271,993,1396346042,$10 per lesson x 40,400,40,9VA06577B64780229
1272,943,1396353249,$10 per lesson x 30,300,30,4CF54841N50696003
1273,995,1396353692,$10 per lesson x 30,300,30,6L453849A35654814
1274,994,1396353697,Adjustment,0,5,
1275,988,1396368043,$10 per lesson x 20,200,20,09E96831E63927456
1276,988,1396368727,$10 per lesson x 10,100,10,0BW66759NB445630P
1277,202,1396374144,$10 per lesson x 5,50,5,5X09013378405422K
1278,989,1396386053,$10 per lesson x 4,40,4,9RW08827JK043071U
1279,986,1396393149,$10 per lesson x 20,200,20,17149495WH658835S
1280,864,1396426642,$10 per lesson x 10,100,10,61N39388G0723654V
1281,1002,1396430961,$10 per lesson x 40,400,40,81R46100H4857745W
1282,5,1396437080,$10 per lesson x 3,30,3,6LU10918YD7646317
1283,1005,1396438490,$10 per lesson x 20,200,20,77P78050YR852754T
1284,997,1396438951,$10 per lesson x 10,100,10,9G371399R40029110
1285,179,1396439485,$10 per lesson x 1,10,1,1W4329193K645234C
1286,179,1396439607,$10 per lesson x 4,40,4,1SV54367GA179363G
1287,179,1396439818,$10 per lesson x 2,20,2,6D483947XN430642M
1288,997,1396440463,$10 per lesson x 10,100,10,2RY229267G2187305
1289,1005,1396441005,$10 per lesson x 1,10,1,2NX54910VW2960916
1290,890,1396448610,$10 per lesson x 12,120,12,1C56437981087851B
1291,1006,1396452367,$10 per lesson x 15,150,15,87114550SH311621N
1292,78,1396466839,Adjustment,0,1,
1293,841,1396475087,$10 per lesson x 1,10,1,8FE81233WM9263305
1294,841,1396475302,$10 per lesson x 5,50,5,6UW93843AP061161J
1295,713,1396475953,$10 per lesson x 30,300,30,9VC11590DX801524W
1296,936,1396515569,$10 per lesson x 10,100,10,6PY72893W7448530G
1297,1010,1396526663,$15 per lesson x 20,300,20,4GN72905RW238394T
1298,974,1396530565,$10 per lesson x 9,90,9,1MT34766N53106905
1299,367,1396533756,$10 per lesson x 15,150,15,2CK16233TJ120562F
1300,1007,1396536826,$10 per lesson x 20,200,20,53T44028994881813
1301,812,1396557288,$10 per lesson x 1,10,1,0SJ789442D244511W
1302,1011,1396605433,$10 per lesson x 30,300,30,77T27154L3230700N
1303,11,1396607452,$10 per lesson x 20,200,20,5B412997UG582963K
1304,987,1396610253,$10 per lesson x 7,70,7,381280762G063174W
1305,991,1396613884,Adjustment,0,12,
1306,1015,1396627849,$10 per lesson x 10,100,10,11P25311X6015734V
1307,1018,1396642436,$10 per lesson x 20,200,20,40E55681G0010210N
1308,880,1396696772,$10 per lesson x 8,80,8,11M13563CY831982X
1309,979,1396772795,$10 per lesson x 12,120,12,0TS061253V633745M
1310,972,1396792117,$10 per lesson x 15,150,15,9JT64480WK8357742
1311,513,1396825872,$10 per lesson x 30,300,30,4AB089801E066102T
1312,1026,1396858870,$10 per lesson x 20,200,20,1H309025A79457735
1313,946,1396860084,$10 per lesson x 5,50,5,9JD60776J5557721E
1315,910,1396863798,$10 per lesson x 30,300,30,59X31212JA847111V
1316,1028,1396870615,$10 per lesson x 12,120,12,7PG46265SC2451234
1317,974,1396873629,$10 per lesson x 15,150,15,0WD02210HP2982238
1318,1019,1396882074,$10 per lesson x 15,150,15,49N453418L656110R
1319,1012,1396884070,$10 per lesson x 30,300,30,8GF88857KG6392300
1320,1029,1396888318,$10 per lesson x 45,450,45,1PR08285E94967533
1321,1031,1396891329,$10 per lesson x 4,40,4,60W26636V92775548
1322,795,1396963090,$10 per lesson x 10,100,10,38X71213202172011
1323,1023,1396966036,$10 per lesson x 20,200,20,5V526429WU402473B
1324,917,1396969379,$10 per lesson x 30,300,30,1AA224763E479373J
1325,732,1396974459,Adjustment,0,7,
1326,518,1396984163,$10 per lesson x 20,200,20,558973241B134962A
1327,989,1397029770,$10 per lesson x 2,20,2,6TX70220M8188284F
1328,1035,1397030680,$10 per lesson x 30,300,30,5T565266FY9604522
1329,914,1397043357,$10 per lesson x 1,10,1,7X5390995U891470B
1330,988,1397048500,$10 per lesson x 10,100,10,4DT52567B7022474A
1331,496,1397072017,$15 per lesson x 2,30,2,1L65708435120935P
1332,1036,1397074647,$10 per lesson x 10,100,10,7JS643430X2522114
1333,766,1397112598,$10 per lesson x 1,10,1,1MX69874YG3028349
1334,766,1397112726,$10 per lesson x 19,190,19,7UG90352L09674050
1335,728,1397113999,$10 per lesson x 10,100,10,78553348NA985650D
1336,444,1397132428,$10 per lesson x 1,10,1,555406543C764312U
1337,444,1397132489,$10 per lesson x 11,110,11,3PS41816B3277415L
1338,974,1397133507,$10 per lesson x 1,10,1,7UM85828AV4739307
1339,974,1397133630,$10 per lesson x 5,50,5,10V389486B784880P
1340,1034,1397138960,$10 per lesson x 30,300,30,5M022022E1770901X
1341,58,1397140305,$10 per lesson x 20,200,20,5AD90482C67004939
1342,946,1397153201,$10 per lesson x 5,50,5,5YW2556337714894S
1343,890,1397205197,$10 per lesson x 8,80,8,55F245448P545971N
1344,977,1397205293,$10 per lesson x 6,60,6,52K67535FE486502P
1345,890,1397205992,$10 per lesson x 4,40,4,30N97241TP319332G
1346,989,1397316835,$10 per lesson x 1,10,1,74X37894UY546892E
1347,989,1397317049,$10 per lesson x 7,70,7,1H04466289944771W
1348,706,1397337016,credit,0,12,
1349,1043,1397371549,$15 per lesson x 2,30,2,3A8962779H872611Y
1350,1045,1397374166,$10 per lesson x 5,50,5,4LP739896M3265732
1351,812,1397398518,$10 per lesson x 1,10,1,5F9950189L805212P
1352,1031,1397399943,$10 per lesson x 30,300,30,2E860172H51891518
1353,1048,1397402351,$10 per lesson x 11,110,11,8LA11623RV768400B
1354,945,1397459977,$10 per lesson x 6,60,6,6240097594271084F
1355,982,1397460716,$12 per lesson for 30 lessons x 1,360,30,60H295357D705532C
1356,167,1397461520,$10 per lesson x 5,50,5,57V49221W3906922V
1357,1055,1397461597,$10 per lesson x 20,200,20,1RH71116W5439724V
1358,1053,1397462149,$10 per lesson x 20,200,20,68W88875Y1030070A
1359,172,1397462775,$10 per lesson x 40,400,40,2TK098504F799653D
1360,1014,1397469780,$10 per lesson x 15,150,15,1YX47958T7859840R
1361,1054,1397471331,$10 per lesson x 12,120,12,1VS362767U120632C
1362,1052,1397471720,$10 per lesson x 2,20,2,7T135142LR614641P
1363,9,1397476876,Adjustment,0,1000,
1364,968,1397477290,$10 per lesson x 20,200,20,3V179509K6951753P
1365,1015,1397478046,$10 per lesson x 2,20,2,9UL85845X48270253
1366,1052,1397479011,Adjustment,0,4,
1367,1057,1397479180,$10 per lesson x 1,10,1,3TX871531L126325S
1368,989,1397481429,$10 per lesson x 4,40,4,1G696078HY819325S
1369,1059,1397482644,$10 per lesson x 20,200,20,84H41600K6382113R
1370,1051,1397486110,Adjustment,0,20,
1371,873,1397491744,$10 per lesson x 6,60,6,76D31504UJ931815N
1372,906,1397497269,$10 per lesson x 30,300,30,0JP516953L212271B
1373,991,1397499583,Adjustment,0,3,
1374,1052,1397502614,$10 per lesson x 4,40,4,29T86093JY317993E
1375,503,1397509097,$10 per lesson x 12,120,12,92V489918B053990J
1376,1062,1397509164,$10 per lesson x 10,100,10,01S45071SS0072121
1377,1063,1397510444,$10 per lesson x 20,200,20,0X40290311502503Y
1378,1065,1397515245,$15 per lesson x 1,15,1,8K30832456920464S
1379,974,1397547192,$10 per lesson x 21,210,21,1E342704G3133114N
1380,1000,1397548515,$10 per lesson x 15,150,15,6J121711CM286452D
1381,930,1397551172,$10 per lesson x 15,150,15,5XV01176S6923435A
1382,989,1397551417,Adjustment,0,1,
1383,1068,1397551591,$10 per lesson x 4,40,4,9RS33751HV656602A
1384,930,1397551642,$10 per lesson x 4,40,4,9N7889073W7904047
1385,751,1397551652,$10 per lesson x 15,150,15,8D39769022100051W
1386,1070,1397552280,$10 per lesson x 15,150,15,3KR15739RW681784W
1387,1067,1397553805,$10 per lesson x 30,300,30,94Y40334WR710502P
1388,1065,1397557159,$10 per lesson x 10,100,10,9H474053BC0274035
1389,1057,1397557479,$10 per lesson x 15,150,15,0X576684MC489184B
1390,1057,1397558499,$10 per lesson x 5,50,5,7R098085LK276945J
1391,12,1397560864,Adjustment,0,10,
1392,1074,1397561780,$10 per lesson x 30,300,30,13249915XX6118940
1393,1043,1397564747,$10 per lesson x 8,80,8,4S833477X2289201U
1394,1043,1397564903,$10 per lesson x 2,20,2,670800592U947771L
1395,1043,1397565205,$10 per lesson x 6,60,6,49U42372UP631643S
1396,595,1397565206,$10 per lesson x 20,200,20,2A387590D9879182H
1397,1043,1397565299,$10 per lesson x 4,40,4,8PE08363VV5207347
1398,1075,1397566470,$12 per lesson for 30 lessons x 1,360,30,1UN40216UH2394643
1399,1075,1397567643,$12 per lesson for 30 lessons x 1,360,30,72X7194600052684Y
1400,595,1397567705,$10 per lesson x 10,100,10,5W67382768138783U
1401,1077,1397570428,$10 per lesson x 10,100,10,1S5835150V479960E
1402,1077,1397570520,$10 per lesson x 2,20,2,811757700N182470S
1403,1061,1397571111,$10 per lesson x 10,100,10,1UV186747B670550M
1404,358,1397571224,$10 per lesson x 10,100,10,3WD10892W94580207
1405,1076,1397571889,$10 per lesson x 20,200,20,2Y605683YK7183838
1406,946,1397574921,$10 per lesson x 10,100,10,4NM47496WY8972139
1407,811,1397577992,$10 per lesson x 6,60,6,3903730094868073M
1408,1081,1397579169,$10 per lesson x 5,50,5,3KG03054SR8048749
1409,965,1397583096,$10 per lesson x 50,500,50,9AR73799W64322028
1410,1083,1397583564,$10 per lesson x 10,100,10,9T26397500180884V
1412,1084,1397588799,$10 per lesson x 10,100,10,35J12879PP627825L
1413,901,1397589234,$10 per lesson x 10,100,10,9AT98074H5858341L
1414,1084,1397589273,$10 per lesson x 4,40,4,49A45900VD256191U
1415,1003,1397591838,$10 per lesson x 10,100,10,2VP86249SD393091W
1416,1072,1397592185,$10 per lesson x 15,150,15,5W060758CJ881342R
1417,1030,1397592325,$10 per lesson x 30,300,30,6VH43519C4988250D
1418,1086,1397593457,$10 per lesson x 10,100,10,2KV663285Y129494U
1419,922,1397594121,$10 per lesson x 8,80,8,28K67939AB885215N
1420,1073,1397595609,$10 per lesson x 50,500,50,121162534C687373B
1421,922,1397595808,$10 per lesson x 5,50,5,15V44435LW4178526
1422,922,1397595857,$10 per lesson x 5,50,5,0VD384453C5953308
1423,977,1397596031,$10 per lesson x 1,10,1,2SJ32664PC951640V
1424,922,1397596109,$10 per lesson x 5,50,5,4BV46438ES390083M
1425,621,1397596217,$10 per lesson x 20,200,20,9UA17931CT008543M
1426,1086,1397596530,$10 per lesson x 5,50,5,8W2219025C3555546
1427,713,1397596703,$10 per lesson x 30,300,30,0Y7803240S865633R
1428,1049,1397597040,$10 per lesson x 25,250,25,7KX676776B5475100
1429,975,1397597284,$10 per lesson x 11,110,11,53Y99752T8473904R
1430,1080,1397598039,$10 per lesson x 15,150,15,06M072257G092271A
1431,808,1397598110,$10 per lesson x 15,150,15,0W863313U83235143
1432,1087,1397598195,$10 per lesson x 15,150,15,5G824491MG205993A
1433,37,1397599244,$10 per lesson x 20,200,20,8MN74139VC331444H
1434,1087,1397600056,$10 per lesson x 5,50,5,69P20322BA943514U
1435,533,1397601097,$10 per lesson x 20,200,20,88Y70986EF647094K
1436,1088,1397601435,$10 per lesson x 2,20,2,6WN650301G450050U
1437,954,1397601737,$10 per lesson x 30,300,30,7AK29843BD5943819
1438,1088,1397601877,$10 per lesson x 18,180,18,5E709885LT0605524
1439,650,1397602958,$10 per lesson x 30,300,30,55041044R3872735T
1440,392,1397603431,$10 per lesson x 5,50,5,4FJ48107WB4310616
1441,1091,1397643242,$15 per lesson x 10,150,10,9LJ342894W9098255
1442,1079,1397644535,$15 per lesson x 1,15,1,5GM58194CN675091H
1443,1091,1397644569,$15 per lesson x 6,90,6,12539979FJ558431J
1444,1085,1397647606,Adjustment,0,10,
1445,1093,1397660826,Adjustment,0,15,
1446,1095,1397680332,$12 per lesson for 30 lessons x 1,360,30,7XV18599YJ6220324
1447,975,1397721399,Adjustment,0,10,
1448,880,1397721449,Adjustment,0,-8,
1449,914,1397723411,$12 per lesson for 30 lessons x 1,360,30,71803434U8893722W
1450,1096,1397731168,$15 per lesson x 1,15,1,20R4526879684750J
1451,481,1397731764,Adjustment,0,20,
1452,1096,1397738664,$15 per lesson x 1,15,1,95A62128JU8156332
1453,1096,1397738775,$15 per lesson x 3,45,3,5N2574315H6879519
1454,1099,1397754548,$15 per lesson x 1,15,1,9FD13535TU701494A
1455,1101,1397829576,$15 per lesson x 1,15,1,8VA24677LU843502X
1456,1018,1397853853,$15 per lesson x 1,15,1,0KA41899EB377793D
1457,1102,1397862704,$12 per lesson for 30 lessons x 1,360,30,1C282451B4103711M
1458,53,1397919150,Adjustment,0,20,
1459,1104,1397928735,$15 per lesson x 1,15,1,9YR25859UW218014S
1460,830,1398061349,$15 per lesson x 1,15,1,5G647586S4018052L
1461,1106,1398076982,$15 per lesson x 1,15,1,47M79616AH739315E
1462,179,1398090707,Adjustment,0,-4,
1463,179,1398103503,Adjustment,0,-1,
1464,1099,1398114541,$15 per lesson x 4,60,4,17V54895M5452703F
1465,1114,1398148609,$15 per lesson x 4,60,4,8YX43836AJ489070Y
1466,1114,1398149715,$15 per lesson x 4,60,4,68M40484G9273680S
1467,774,1398162764,$12 per lesson for 30 lessons x 1,360,30,4G4278480E319690U
1468,1119,1398177763,$12 per lesson for 30 lessons x 1,360,30,1JL63719CN983125E
1469,583,1398183820,Adjustment,0,10,
1470,1121,1398184535,$15 per lesson x 9,135,9,4W1179253H0324456
1471,946,1398189865,$15 per lesson x 1,15,1,6U1187681M169573E
1472,890,1398238082,Adjustment,0,1,
1473,810,1398241772,$15 per lesson x 3,45,3,9H65768883450193D
1474,1126,1398266401,$12 per lesson for 30 lessons x 1,360,30,5XB08586YP158712W
1475,1126,1398266508,$15 per lesson x 10,150,10,0GN4949157093103C
1476,1124,1398286351,$15 per lesson x 8,120,8,74M69032TU4774309
1477,1127,1398345933,$12 per lesson for 30 lessons x 1,360,30,8NC64030UJ7452114
1478,24,1398354743,Adjustment,0,26,
1479,526,1398378345,Adjustment,0,1,
1480,1133,1398409259,$15 per lesson x 10,150,10,8U0774655S720582X
1481,810,1398414682,$15 per lesson x 4,60,4,6GU95552WF584350T
1482,810,1398415076,$15 per lesson x 1,15,1,95876190BH7905606
1483,577,1398419503,$12 per lesson for 30 lessons x 1,360,30,0S528591061019014
1484,1005,1398428125,$15 per lesson x 3,45,3,12619497FB967110E
1485,1096,1398437880,$15 per lesson x 5,75,5,4RM73488XM657171J
1486,810,1398454239,$12 per lesson for 30 lessons x 1,360,30,5TA77535T46835511
1487,1104,1398506720,$15 per lesson x 10,150,10,81U86145M2535792T
1488,170,1398592638,$15 per lesson x 4,60,4,6M1647552K3042047
1489,1043,1398593946,$15 per lesson x 1,15,1,73N77932Y4406774N
1490,1141,1398634267,$12 per lesson for 30 lessons x 1,360,30,8D550862SK470350V
1491,946,1398678412,$12 per lesson for 30 lessons x 1,360,30,72F33964KH541011N
1492,1099,1398696971,$15 per lesson x 4,60,4,6X446866B8787360W
1493,1144,1398698201,$15 per lesson x 6,90,6,1TH78561RN0814804
1494,1005,1398698857,$15 per lesson x 4,60,4,5G45933337408574Y
1495,1142,1398756960,$15 per lesson x 14,210,14,8SG18087GJ736023C
1496,1147,1398802920,$12 per lesson for 30 lessons x 1,360,30,30S93903UA972453F
1497,1153,1398817069,$15 per lesson x 10,150,10,5BP71285E18332931
1498,170,1398845753,$15 per lesson x 2,30,2,1G770397L6733345C
1499,715,1398854265,$12 per lesson for 30 lessons x 1,360,30,1FT06753198937048
1500,715,1398858824,$15 per lesson x 2,30,2,2ET65602J5785182U
1501,1159,1398866297,$15 per lesson x 3,45,3,12H03613SF197490P
1502,1146,1398875213,$12 per lesson for 30 lessons x 1,360,30,28W97707EP754952N
1503,997,1398877596,Adjustment,0,10,
1504,1162,1398888504,$12 per lesson for 30 lessons x 1,360,30,4KP72131ET893834T
1505,1166,1398934886,$15 per lesson x 1,15,1,3FW407978A0431457
1506,1166,1398934972,$15 per lesson x 1,15,1,9HT58860FH964003G
1507,723,1399022363,$15 per lesson x 10,150,10,8NW57343NE058433Y
1508,1176,1399028501,$15 per lesson x 4,60,4,7GS9502906562580R
1509,1177,1399035101,$15 per lesson x 8,120,8,7VM46905E6593031Y
1510,184,1399107559,$12 per lesson for 30 lessons x 1,360,30,1T135568JB5888625
1511,1135,1399109438,$12 per lesson for 30 lessons x 1,360,30,9TC80703RR829510X
1512,1028,1399123816,$15 per lesson x 1,15,1,7E443029ES073445U
1513,303,1399128429,$15 per lesson x 5,75,5,0TG3299711959135R
1514,927,1399194774,$15 per lesson x 1,15,1,0E4683698M5811105
1515,921,1399201273,Adjustment,0,40,
1516,1185,1399223328,$15 per lesson x 1,15,1,3SH94486124315738
1517,1159,1399225676,$15 per lesson x 5,75,5,59788351634689932
1518,1099,1399236117,$15 per lesson x 4,60,4,88B84920F5035102G
1519,1000,1399278675,$15 per lesson x 6,90,6,0PG01640LR9256536
1520,170,1399283506,$15 per lesson x 2,30,2,47W89851LJ407333H
1521,1096,1399291295,$15 per lesson x 1,15,1,4JA82324AB520182N
1522,1197,1399296797,$15 per lesson x 1,15,1,01X14198ET120283Y
1523,1191,1399300660,$15 per lesson x 20,300,20,7X7025596J856222D
1524,1130,1399307415,Adjustment,0,3,
1525,493,1399309001,Adjustment,0,50,
1526,1175,1399324062,$15 per lesson x 1,15,1,87X40494TT501392D
1527,1175,1399360602,$15 per lesson x 2,30,2,5SL58484JC905622W
1528,1005,1399363406,$15 per lesson x 1,15,1,58F69115E1494592D
1529,1195,1399366001,$15 per lesson x 10,150,10,2G030682VV945901D
1530,934,1399370279,$15 per lesson x 10,150,10,0VK410345N641274U
1531,1186,1399371963,$15 per lesson x 20,300,20,4SX17486EG5904204
1532,1197,1399382772,$15 per lesson x 5,75,5,8N6175860L952873Y
1533,1182,1399386453,$15 per lesson x 1,15,1,11V00808Y7252353A
1534,1154,1399412118,$15 per lesson x 8,120,8,1TD3732982390880S
